dstport,protocol,tag
8,igp,sv_P645
129,rdp,sv_P599
136,icmp,sv_P890
54,igp,sv_P49
114,leaf-1,sv_P834
89,chaos,sv_P426
109,tcp,sv_P523
44,leaf-2,sv_P790
52,igp,sv_P897
24,tcp,sv_P860
79,trunk-1,sv_P642
30,igmp,sv_P854
72,prm,sv_P953
10,bbn-rcc-mon,sv_P307
42,argus,sv_P675
122,iso-tp4,sv_P961
62,iso-tp4,sv_P862
31,st,sv_P432
120,rdp,sv_P105
82,xns-idp,sv_P898
137,nvp-II,sv_P230
58,igp,sv_P130
42,irtp,sv_P551
79,iso-tp4,sv_P367
139,egp,sv_P504
80,nvp-II,sv_P779
113,igmp,sv_P196
89,prm,sv_P589
14,irtp,sv_P820
84,icmp,sv_P386
91,st,sv_P557
99,st,sv_P653
137,tcp,sv_P80
118,trunk-1,sv_P623
54,st,sv_P587
42,rdp,sv_P126
11,chaos,sv_P173
136,pup,sv_P751
76,dcn-meas,sv_P415
101,ggp,sv_P793
122,iso-tp4,sv_P135
29,tcp,sv_P296
72,egp,sv_P158
129,egp,sv_P793
131,cbt,sv_P13
97,mux,sv_P242
57,iso-tp4,sv_P599
135,udp,sv_P328
114,tcp,sv_P668
8,nvp-II,sv_P21
20,prm,sv_P858
129,ipv4,sv_P441
90,mfe-nsp,sv_P907
134,igp,sv_P613
12,leaf-1,sv_P440
83,mux,sv_P330
106,netblt,sv_P213
72,egp,sv_P798
17,leaf-2,sv_P700
125,egp,sv_P845
106,netblt,sv_P398
22,emcon,sv_P570
40,igmp,sv_P679
78,tcp,sv_P931
10,irtp,sv_P331
91,mfe-nsp,sv_P914
38,hmp,sv_P646
100,dcn-meas,sv_P500
92,nvp-II,sv_P371
142,xns-idp,sv_P530
104,chaos,sv_P938
84,irtp,sv_P39
29,tcp,sv_P974
121,st,sv_P717
53,xnet,sv_P327
9,bbn-rcc-mon,sv_P557
66,igmp,sv_P327
125,trunk-2,sv_P376
2,prm,sv_P55
22,emcon,sv_P328
112,emcon,sv_P449
115,irtp,sv_P484
121,rdp,sv_P956
132,iso-tp4,sv_P649
17,igp,sv_P811
77,pup,sv_P89
136,xnet,sv_P138
24,egp,sv_P734
1,irtp,sv_P589
110,ipv4,sv_P882
116,mux,sv_P645
73,prm,sv_P884
93,irtp,sv_P438
95,icmp,sv_P370
66,prm,sv_P893
109,emcon,sv_P583
98,bbn-rcc-mon,sv_P693
50,cbt,sv_P563
145,trunk-1,sv_P169
52,udp,sv_P498
47,xnet,sv_P786
110,iso-tp4,sv_P505
131,leaf-2,sv_P275
14,xnet,sv_P716
124,st,sv_P243
65,dcn-meas,sv_P85
5,udp,sv_P745
134,icmp,sv_P139
31,trunk-2,sv_P6
133,dcn-meas,sv_P786
19,netblt,sv_P549
141,xns-idp,sv_P175
100,udp,sv_P883
47,trunk-1,sv_P885
73,emcon,sv_P512
58,irtp,sv_P470
93,mfe-nsp,sv_P956
82,udp,sv_P976
2,mfe-nsp,sv_P429
133,tcp,sv_P2
39,mfe-nsp,sv_P809
112,mux,sv_P604
114,trunk-2,sv_P122
75,xnet,sv_P794
31,xnet,sv_P289
3,irtp,sv_P746
61,leaf-1,sv_P126
19,icmp,sv_P216
49,st,sv_P408
145,trunk-2,sv_P192
132,iso-tp4,sv_P283
95,leaf-2,sv_P898
137,xnet,sv_P778
4,bbn-rcc-mon,sv_P520
87,cbt,sv_P533
102,trunk-1,sv_P491
73,irtp,sv_P937
65,egp,sv_P593
23,hmp,sv_P514
137,mux,sv_P803
21,bbn-rcc-mon,sv_P144
142,st,sv_P77
9,pup,sv_P252
3,xns-idp,sv_P672
91,udp,sv_P329
44,bbn-rcc-mon,sv_P484
57,xnet,sv_P659
10,hmp,sv_P606
124,igp,sv_P202
93,st,sv_P87
93,tcp,sv_P532
73,icmp,sv_P269
56,tcp,sv_P517
73,udp,sv_P964
13,udp,sv_P350
73,udp,sv_P776
136,netblt,sv_P142
55,rdp,sv_P427
21,iso-tp4,sv_P58
86,rdp,sv_P305
88,cbt,sv_P731
147,dcn-meas,sv_P860
1,iso-tp4,sv_P980
116,tcp,sv_P566
52,argus,sv_P633
61,tcp,sv_P692
140,bbn-rcc-mon,sv_P59
100,iso-tp4,sv_P781
113,iso-tp4,sv_P929
72,argus,sv_P244
121,argus,sv_P75
132,ggp,sv_P130
96,egp,sv_P531
71,mfe-nsp,sv_P556
22,egp,sv_P565
3,st,sv_P323
11,ipv4,sv_P313
47,iso-tp4,sv_P800
55,egp,sv_P275
144,dcn-meas,sv_P46
16,pup,sv_P620
0,igp,sv_P612
32,cbt,sv_P855
82,st,sv_P735
132,hmp,sv_P750
56,argus,sv_P64
102,mux,sv_P824
126,dcn-meas,sv_P708
8,egp,sv_P861
126,cbt,sv_P927
14,bbn-rcc-mon,sv_P116
5,netblt,sv_P124
17,udp,sv_P388
25,xns-idp,sv_P703
123,igmp,sv_P212
1,iso-tp4,sv_P650
97,dcn-meas,sv_P559
107,hmp,sv_P557
68,mux,sv_P549
13,trunk-2,sv_P372
90,dcn-meas,sv_P356
110,argus,sv_P868
40,ggp,sv_P113
134,igp,sv_P774
117,prm,sv_P50
85,hmp,sv_P4
92,mux,sv_P153
145,netblt,sv_P209
53,leaf-2,sv_P162
33,mux,sv_P65
40,bbn-rcc-mon,sv_P56
6,tcp,sv_P16
31,mux,sv_P902
76,emcon,sv_P555
5,dcn-meas,sv_P673
130,hmp,sv_P125
46,netblt,sv_P202
129,irtp,sv_P469
21,hmp,sv_P616
74,rdp,sv_P747
31,xnet,sv_P715
44,irtp,sv_P531
57,egp,sv_P367
84,ggp,sv_P23
46,tcp,sv_P194
53,ggp,sv_P336
130,tcp,sv_P847
120,netblt,sv_P309
100,netblt,sv_P679
127,irtp,sv_P281
121,cbt,sv_P338
48,mux,sv_P727
110,tcp,sv_P166
130,netblt,sv_P551
40,bbn-rcc-mon,sv_P768
140,prm,sv_P52
129,igp,sv_P317
17,irtp,sv_P496
144,pup,sv_P805
5,igmp,sv_P277
120,egp,sv_P244
8,st,sv_P674
0,mfe-nsp,sv_P46
89,ipv4,sv_P912
21,irtp,sv_P292
75,bbn-rcc-mon,sv_P588
20,xnet,sv_P718
62,xns-idp,sv_P704
83,emcon,sv_P794
131,argus,sv_P774
42,ipv4,sv_P67
97,egp,sv_P333
142,egp,sv_P199
138,ggp,sv_P507
131,bbn-rcc-mon,sv_P868
72,irtp,sv_P335
23,rdp,sv_P840
8,emcon,sv_P337
24,bbn-rcc-mon,sv_P538
129,tcp,sv_P484
8,mfe-nsp,sv_P874
71,trunk-2,sv_P820
35,udp,sv_P351
82,rdp,sv_P860
42,xnet,sv_P480
56,irtp,sv_P717
2,cbt,sv_P134
95,rdp,sv_P126
7,xnet,sv_P539
34,xnet,sv_P207
96,trunk-1,sv_P82
12,hmp,sv_P247
93,tcp,sv_P917
57,dcn-meas,sv_P734
42,argus,sv_P826
29,igmp,sv_P159
67,icmp,sv_P535
110,emcon,sv_P103
70,icmp,sv_P166
128,mfe-nsp,sv_P197
25,trunk-1,sv_P840
67,rdp,sv_P479
52,cbt,sv_P950
44,iso-tp4,sv_P312
15,xns-idp,sv_P207
88,rdp,sv_P307
16,tcp,sv_P718
16,irtp,sv_P651
51,emcon,sv_P197
27,pup,sv_P20
29,irtp,sv_P20
72,igp,sv_P703
16,xnet,sv_P977
128,mfe-nsp,sv_P624
5,cbt,sv_P526
121,icmp,sv_P402
88,leaf-1,sv_P974
30,prm,sv_P947
14,bbn-rcc-mon,sv_P530
125,mux,sv_P621
107,icmp,sv_P459
106,iso-tp4,sv_P495
95,igp,sv_P802
133,mfe-nsp,sv_P654
89,st,sv_P213
21,leaf-2,sv_P790
143,nvp-II,sv_P783
9,icmp,sv_P113
123,tcp,sv_P409
29,hmp,sv_P529
35,chaos,sv_P45
48,cbt,sv_P540
82,xnet,sv_P404
111,rdp,sv_P189
1,xnet,sv_P441
101,tcp,sv_P981
141,igmp,sv_P24
107,st,sv_P43
9,pup,sv_P959
120,trunk-2,sv_P65
71,pup,sv_P891
81,argus,sv_P745
92,iso-tp4,sv_P410
145,pup,sv_P517
100,argus,sv_P396
87,trunk-1,sv_P220
8,hmp,sv_P51
116,iso-tp4,sv_P893
66,tcp,sv_P3
118,udp,sv_P577
124,igp,sv_P911
146,egp,sv_P361
76,hmp,sv_P295
100,ggp,sv_P682
89,xns-idp,sv_P168
53,chaos,sv_P704
34,trunk-2,sv_P871
48,pup,sv_P554
125,iso-tp4,sv_P603
131,cbt,sv_P601
13,udp,sv_P662
75,igmp,sv_P731
82,hmp,sv_P457
45,udp,sv_P978
88,argus,sv_P484
114,udp,sv_P1000
135,leaf-2,sv_P662
78,mfe-nsp,sv_P116
139,trunk-1,sv_P751
68,igmp,sv_P605
9,tcp,sv_P156
10,emcon,sv_P601
104,mfe-nsp,sv_P428
0,netblt,sv_P207
46,nvp-II,sv_P701
66,mfe-nsp,sv_P212
100,trunk-1,sv_P756
129,prm,sv_P957
132,egp,sv_P986
43,tcp,sv_P869
118,prm,sv_P211
109,bbn-rcc-mon,sv_P853
71,st,sv_P285
15,rdp,sv_P203
146,udp,sv_P767
130,cbt,sv_P803
89,prm,sv_P695
66,xnet,sv_P603
109,netblt,sv_P77
23,pup,sv_P341
98,egp,sv_P592
22,tcp,sv_P928
130,tcp,sv_P651
37,tcp,sv_P648
11,egp,sv_P498
52,igp,sv_P704
20,netblt,sv_P563
73,trunk-1,sv_P715
70,icmp,sv_P290
83,leaf-2,sv_P802
98,egp,sv_P161
147,icmp,sv_P829
65,xnet,sv_P385
146,trunk-1,sv_P725
56,mfe-nsp,sv_P334
134,pup,sv_P877
134,igp,sv_P570
139,leaf-2,sv_P110
115,leaf-2,sv_P24
137,ggp,sv_P505
73,egp,sv_P30
19,xnet,sv_P860
87,chaos,sv_P248
57,argus,sv_P729
97,chaos,sv_P675
97,st,sv_P604
131,mux,sv_P691
30,rdp,sv_P828
14,tcp,sv_P401
16,cbt,sv_P507
87,chaos,sv_P720
57,udp,sv_P899
16,cbt,sv_P313
51,ipv4,sv_P843
25,tcp,sv_P513
28,ggp,sv_P615
81,mfe-nsp,sv_P385
145,igmp,sv_P488
4,prm,sv_P51
147,leaf-1,sv_P131
115,xns-idp,sv_P960
41,xns-idp,sv_P806
82,emcon,sv_P541
68,irtp,sv_P991
74,igmp,sv_P732
38,mfe-nsp,sv_P980
140,cbt,sv_P163
84,ipv4,sv_P545
146,iso-tp4,sv_P113
13,rdp,sv_P855
29,st,sv_P407
119,leaf-2,sv_P204
21,igmp,sv_P583
106,udp,sv_P439
62,udp,sv_P33
20,mfe-nsp,sv_P55
55,irtp,sv_P844
142,prm,sv_P812
99,leaf-2,sv_P784
33,chaos,sv_P431
88,udp,sv_P523
61,iso-tp4,sv_P354
104,mux,sv_P755
103,prm,sv_P394
99,xnet,sv_P12
129,igp,sv_P578
116,prm,sv_P724
15,tcp,sv_P570
74,bbn-rcc-mon,sv_P372
42,udp,sv_P827
117,hmp,sv_P923
69,tcp,sv_P650
131,chaos,sv_P261
143,trunk-2,sv_P182
96,xnet,sv_P205
77,icmp,sv_P140
77,leaf-1,sv_P814
38,leaf-2,sv_P899
54,cbt,sv_P239
74,ggp,sv_P697
108,ggp,sv_P391
143,tcp,sv_P258
16,leaf-2,sv_P574
90,bbn-rcc-mon,sv_P226
117,pup,sv_P399
138,pup,sv_P349
65,emcon,sv_P41
7,mfe-nsp,sv_P332
129,tcp,sv_P580
43,ipv4,sv_P177
120,mux,sv_P120
3,udp,sv_P478
59,egp,sv_P993
129,igmp,sv_P939
90,tcp,sv_P26
57,trunk-1,sv_P645
87,pup,sv_P516
122,udp,sv_P509
62,xnet,sv_P4
53,st,sv_P634
104,tcp,sv_P266
61,udp,sv_P658
61,xns-idp,sv_P4
28,nvp-II,sv_P296
29,tcp,sv_P640
16,ipv4,sv_P697
106,ipv4,sv_P417
147,dcn-meas,sv_P955
34,cbt,sv_P317
49,xnet,sv_P856
77,rdp,sv_P532
88,mfe-nsp,sv_P311
77,udp,sv_P98
90,ggp,sv_P669
77,udp,sv_P740
51,egp,sv_P887
9,udp,sv_P419
140,pup,sv_P995
79,hmp,sv_P767
102,tcp,sv_P774
119,prm,sv_P777
65,irtp,sv_P480
97,dcn-meas,sv_P344
68,prm,sv_P49
114,icmp,sv_P274
60,trunk-2,sv_P166
30,bbn-rcc-mon,sv_P23
56,trunk-2,sv_P851
63,xns-idp,sv_P411
84,dcn-meas,sv_P762
105,iso-tp4,sv_P169
49,rdp,sv_P503
123,xns-idp,sv_P132
75,nvp-II,sv_P939
45,icmp,sv_P422
124,udp,sv_P171
76,igmp,sv_P195
39,leaf-1,sv_P879
71,tcp,sv_P119
69,ipv4,sv_P517
67,egp,sv_P128
29,mfe-nsp,sv_P527
126,argus,sv_P578
132,argus,sv_P389
47,igmp,sv_P788
21,iso-tp4,sv_P142
35,icmp,sv_P353
97,leaf-2,sv_P840
81,tcp,sv_P137
14,emcon,sv_P241
83,mux,sv_P904
130,igmp,sv_P251
22,igmp,sv_P782
69,icmp,sv_P21
12,tcp,sv_P898
24,leaf-2,sv_P667
16,udp,sv_P675
60,trunk-1,sv_P855
1,st,sv_P328
24,ggp,sv_P719
13,cbt,sv_P689
64,igmp,sv_P53
145,igp,sv_P498
86,rdp,sv_P890
133,icmp,sv_P827
7,icmp,sv_P147
5,igp,sv_P482
27,dcn-meas,sv_P444
85,udp,sv_P279
76,nvp-II,sv_P701
6,ipv4,sv_P228
128,leaf-1,sv_P736
67,chaos,sv_P534
80,udp,sv_P987
41,pup,sv_P320
18,egp,sv_P91
147,argus,sv_P876
83,icmp,sv_P759
76,leaf-2,sv_P836
98,xns-idp,sv_P686
123,xnet,sv_P364
82,trunk-2,sv_P512
48,icmp,sv_P759
138,prm,sv_P162
97,egp,sv_P20
76,leaf-1,sv_P518
56,tcp,sv_P522
127,netblt,sv_P192
13,netblt,sv_P195
19,cbt,sv_P825
36,igmp,sv_P429
25,tcp,sv_P579
118,egp,sv_P508
11,rdp,sv_P782
34,iso-tp4,sv_P708
56,trunk-1,sv_P298
129,egp,sv_P764
125,iso-tp4,sv_P687
103,igmp,sv_P282
142,tcp,sv_P561
40,leaf-1,sv_P832
71,iso-tp4,sv_P824
82,st,sv_P402
61,igp,sv_P856
121,emcon,sv_P294
2,xns-idp,sv_P724
93,tcp,sv_P128
104,xns-idp,sv_P676
30,tcp,sv_P982
16,egp,sv_P26
73,chaos,sv_P53
111,leaf-2,sv_P641
118,hmp,sv_P247
76,iso-tp4,sv_P547
124,udp,sv_P292
30,mfe-nsp,sv_P977
36,trunk-2,sv_P307
146,ipv4,sv_P388
80,st,sv_P426
36,leaf-2,sv_P557
122,ggp,sv_P777
117,emcon,sv_P496
97,nvp-II,sv_P723
123,leaf-2,sv_P343
141,trunk-1,sv_P917
136,igp,sv_P594
65,mux,sv_P201
4,argus,sv_P877
109,pup,sv_P163
120,iso-tp4,sv_P88
60,hmp,sv_P442
63,dcn-meas,sv_P186
116,prm,sv_P94
51,igp,sv_P740
123,udp,sv_P181
121,mfe-nsp,sv_P210
36,iso-tp4,sv_P50
37,mux,sv_P928
20,pup,sv_P200
8,bbn-rcc-mon,sv_P255
140,xnet,sv_P779
93,icmp,sv_P89
57,mfe-nsp,sv_P533
53,cbt,sv_P20
10,igp,sv_P663
42,pup,sv_P931
74,ggp,sv_P1000
23,ipv4,sv_P887
3,mux,sv_P334
75,egp,sv_P2
47,tcp,sv_P676
122,nvp-II,sv_P547
99,st,sv_P841
83,netblt,sv_P766
16,ggp,sv_P902
135,xns-idp,sv_P742
34,egp,sv_P643
101,mfe-nsp,sv_P402
63,irtp,sv_P933
74,argus,sv_P487
129,emcon,sv_P702
107,cbt,sv_P459
49,ipv4,sv_P382
96,bbn-rcc-mon,sv_P268
110,igp,sv_P605
120,mfe-nsp,sv_P887
76,ipv4,sv_P438
124,igmp,sv_P832
22,st,sv_P171
137,dcn-meas,sv_P442
79,cbt,sv_P340
25,bbn-rcc-mon,sv_P848
46,chaos,sv_P926
55,trunk-1,sv_P362
25,chaos,sv_P487
56,cbt,sv_P911
124,rdp,sv_P547
102,tcp,sv_P710
44,bbn-rcc-mon,sv_P402
87,ggp,sv_P56
101,ggp,sv_P785
72,icmp,sv_P118
137,tcp,sv_P932
147,prm,sv_P813
144,nvp-II,sv_P529
18,pup,sv_P775
55,trunk-1,sv_P243
62,xnet,sv_P826
131,ggp,sv_P958
86,hmp,sv_P95
93,tcp,sv_P732
80,leaf-2,sv_P619
22,rdp,sv_P225
146,mux,sv_P935
108,xns-idp,sv_P607
30,rdp,sv_P759
146,emcon,sv_P34
46,trunk-2,sv_P768
105,iso-tp4,sv_P711
145,iso-tp4,sv_P659
145,xns-idp,sv_P345
85,trunk-1,sv_P978
86,pup,sv_P481
97,leaf-1,sv_P339
86,bbn-rcc-mon,sv_P793
48,tcp,sv_P608
63,iso-tp4,sv_P737
147,mfe-nsp,sv_P450
98,igp,sv_P57
13,st,sv_P443
18,prm,sv_P966
131,trunk-1,sv_P843
41,mux,sv_P656
17,xns-idp,sv_P742
116,iso-tp4,sv_P276
51,chaos,sv_P745
10,iso-tp4,sv_P62
95,netblt,sv_P492
52,iso-tp4,sv_P595
79,trunk-1,sv_P331
71,nvp-II,sv_P707
76,pup,sv_P241
54,tcp,sv_P784
43,igmp,sv_P84
103,leaf-1,sv_P309
121,icmp,sv_P56
79,hmp,sv_P853
112,tcp,sv_P43
91,netblt,sv_P868
67,igmp,sv_P609
87,trunk-2,sv_P55
76,emcon,sv_P734
98,trunk-1,sv_P950
79,xnet,sv_P15
117,ggp,sv_P810
75,igmp,sv_P930
20,prm,sv_P952
60,hmp,sv_P391
19,iso-tp4,sv_P389
50,mux,sv_P402
54,netblt,sv_P333
0,hmp,sv_P457
33,argus,sv_P823
28,chaos,sv_P959
31,rdp,sv_P693
112,tcp,sv_P478
121,tcp,sv_P148
77,xns-idp,sv_P38
86,netblt,sv_P897
21,leaf-2,sv_P9
141,ggp,sv_P916
58,emcon,sv_P541
16,trunk-1,sv_P230
122,netblt,sv_P381
6,ipv4,sv_P217
128,hmp,sv_P493
119,udp,sv_P323
50,leaf-2,sv_P347
64,tcp,sv_P470
0,iso-tp4,sv_P356
114,pup,sv_P329
147,bbn-rcc-mon,sv_P928
28,prm,sv_P147
126,udp,sv_P817
38,prm,sv_P896
117,irtp,sv_P112
130,ggp,sv_P191
139,tcp,sv_P819
63,st,sv_P869
84,pup,sv_P75
25,bbn-rcc-mon,sv_P508
119,udp,sv_P285
70,netblt,sv_P797
17,argus,sv_P522
104,pup,sv_P165
147,leaf-2,sv_P585
7,ipv4,sv_P746
25,pup,sv_P742
50,netblt,sv_P245
102,trunk-2,sv_P10
51,pup,sv_P144
126,pup,sv_P410
15,pup,sv_P975
16,nvp-II,sv_P933
88,pup,sv_P515
99,leaf-1,sv_P179
58,emcon,sv_P954
83,leaf-1,sv_P269
84,bbn-rcc-mon,sv_P178
120,hmp,sv_P661
99,st,sv_P158
43,iso-tp4,sv_P706
76,emcon,sv_P3
134,rdp,sv_P513
107,cbt,sv_P545
65,netblt,sv_P452
116,udp,sv_P904
140,igmp,sv_P867
105,dcn-meas,sv_P773
81,igp,sv_P806
15,xnet,sv_P872
51,egp,sv_P707
35,udp,sv_P169
79,igmp,sv_P961
37,trunk-2,sv_P557
19,ipv4,sv_P864
61,egp,sv_P973
41,mfe-nsp,sv_P617
105,tcp,sv_P265
28,st,sv_P381
95,prm,sv_P757
51,netblt,sv_P813
37,dcn-meas,sv_P152
117,udp,sv_P105
97,chaos,sv_P278
9,cbt,sv_P130
142,nvp-II,sv_P49
83,prm,sv_P314
97,emcon,sv_P360
52,trunk-2,sv_P85
58,igp,sv_P573
119,mfe-nsp,sv_P129
48,argus,sv_P945
105,udp,sv_P308
3,prm,sv_P997
76,xns-idp,sv_P244
136,irtp,sv_P975
135,emcon,sv_P827
106,trunk-2,sv_P447
145,udp,sv_P695
48,nvp-II,sv_P260
129,nvp-II,sv_P927
88,argus,sv_P815
31,mux,sv_P715
70,cbt,sv_P264
83,irtp,sv_P986
45,mux,sv_P631
31,ipv4,sv_P112
31,tcp,sv_P642
32,igmp,sv_P603
10,ggp,sv_P379
92,dcn-meas,sv_P269
119,bbn-rcc-mon,sv_P687
1,irtp,sv_P17
51,trunk-2,sv_P651
7,irtp,sv_P679
17,netblt,sv_P997
37,iso-tp4,sv_P266
75,udp,sv_P862
58,st,sv_P814
122,udp,sv_P331
123,pup,sv_P460
126,ggp,sv_P888
34,chaos,sv_P805
97,tcp,sv_P863
32,hmp,sv_P926
114,igmp,sv_P622
5,pup,sv_P952
135,udp,sv_P759
32,icmp,sv_P927
80,icmp,sv_P394
129,iso-tp4,sv_P266
91,xnet,sv_P565
62,iso-tp4,sv_P622
116,tcp,sv_P31
121,iso-tp4,sv_P311
33,argus,sv_P465
116,st,sv_P317
80,trunk-1,sv_P955
68,irtp,sv_P221
101,icmp,sv_P184
59,iso-tp4,sv_P761
143,irtp,sv_P763
84,nvp-II,sv_P458
35,rdp,sv_P260
23,nvp-II,sv_P134
59,leaf-2,sv_P692
6,nvp-II,sv_P556
30,igp,sv_P287
99,xns-idp,sv_P475
43,icmp,sv_P24
106,chaos,sv_P150
136,cbt,sv_P446
32,st,sv_P729
6,st,sv_P424
87,tcp,sv_P701
36,netblt,sv_P379
38,nvp-II,sv_P410
61,mfe-nsp,sv_P750
133,mux,sv_P378
12,chaos,sv_P877
132,mux,sv_P761
103,cbt,sv_P717
56,cbt,sv_P268
88,emcon,sv_P329
125,udp,sv_P924
126,udp,sv_P412
2,leaf-2,sv_P431
121,icmp,sv_P878
28,argus,sv_P605
116,trunk-2,sv_P643
99,mfe-nsp,sv_P446
83,mux,sv_P520
83,xns-idp,sv_P448
137,irtp,sv_P975
2,st,sv_P381
9,trunk-1,sv_P382
5,prm,sv_P444
144,irtp,sv_P952
141,iso-tp4,sv_P154
129,xns-idp,sv_P653
96,igp,sv_P59
64,st,sv_P860
82,mux,sv_P864
13,ggp,sv_P152
16,iso-tp4,sv_P713
144,bbn-rcc-mon,sv_P234
66,rdp,sv_P98
131,udp,sv_P489
1,tcp,sv_P480
13,chaos,sv_P495
45,icmp,sv_P209
92,prm,sv_P583
2,argus,sv_P115
49,igp,sv_P856
94,leaf-2,sv_P205
42,trunk-2,sv_P635
117,ipv4,sv_P708
146,st,sv_P3
48,netblt,sv_P968
95,trunk-2,sv_P359
42,leaf-1,sv_P118
77,leaf-2,sv_P857
119,leaf-2,sv_P479
98,pup,sv_P520
113,igmp,sv_P546
5,tcp,sv_P410
100,cbt,sv_P102
118,ipv4,sv_P664
108,iso-tp4,sv_P754
140,emcon,sv_P317
84,dcn-meas,sv_P923
79,bbn-rcc-mon,sv_P585
89,hmp,sv_P127
98,prm,sv_P938
24,mux,sv_P277
117,cbt,sv_P344
68,icmp,sv_P553
68,leaf-1,sv_P185
60,emcon,sv_P723
130,chaos,sv_P181
134,argus,sv_P838
28,rdp,sv_P176
116,dcn-meas,sv_P973
41,nvp-II,sv_P662
54,egp,sv_P454
84,trunk-1,sv_P470
127,argus,sv_P598
82,trunk-2,sv_P510
113,iso-tp4,sv_P587
114,tcp,sv_P948
89,chaos,sv_P380
25,irtp,sv_P168
94,emcon,sv_P597
75,st,sv_P574
116,igp,sv_P887
146,dcn-meas,sv_P772
126,igmp,sv_P787
76,leaf-2,sv_P699
63,icmp,sv_P32
84,emcon,sv_P248
23,prm,sv_P83
32,prm,sv_P198
65,pup,sv_P824
145,icmp,sv_P289
104,leaf-2,sv_P677
14,rdp,sv_P73
77,chaos,sv_P335
10,argus,sv_P216
86,udp,sv_P252
82,icmp,sv_P411
51,udp,sv_P701
0,tcp,sv_P398
45,bbn-rcc-mon,sv_P564
8,dcn-meas,sv_P356
8,iso-tp4,sv_P39
35,iso-tp4,sv_P431
106,argus,sv_P481
65,irtp,sv_P33
120,igp,sv_P93
108,xnet,sv_P205
20,rdp,sv_P787
21,iso-tp4,sv_P399
65,udp,sv_P416
17,tcp,sv_P263
111,dcn-meas,sv_P525
94,trunk-1,sv_P946
3,st,sv_P569
63,leaf-2,sv_P414
28,trunk-2,sv_P146
58,xnet,sv_P89
44,tcp,sv_P882
32,trunk-2,sv_P84
132,cbt,sv_P758
39,hmp,sv_P832
118,ipv4,sv_P383
20,egp,sv_P623
65,trunk-1,sv_P576
89,st,sv_P433
15,irtp,sv_P514
11,pup,sv_P685
124,mux,sv_P700
134,pup,sv_P534
98,egp,sv_P320
45,icmp,sv_P292
86,igp,sv_P492
106,leaf-2,sv_P262
48,irtp,sv_P681
108,emcon,sv_P668
119,igp,sv_P454
48,tcp,sv_P121
24,dcn-meas,sv_P181
35,ipv4,sv_P782
117,ggp,sv_P564
105,icmp,sv_P605
20,udp,sv_P769
46,tcp,sv_P48
21,xnet,sv_P890
113,nvp-II,sv_P964
1,bbn-rcc-mon,sv_P730
8,nvp-II,sv_P35
24,iso-tp4,sv_P30
99,ggp,sv_P1000
44,udp,sv_P728
92,leaf-2,sv_P284
10,trunk-2,sv_P896
24,leaf-1,sv_P167
135,igmp,sv_P368
107,iso-tp4,sv_P856
126,prm,sv_P492
85,udp,sv_P325
12,chaos,sv_P817
38,tcp,sv_P120
115,netblt,sv_P776
92,emcon,sv_P107
115,xnet,sv_P205
125,chaos,sv_P866
92,hmp,sv_P33
76,egp,sv_P492
125,igmp,sv_P442
13,tcp,sv_P902
84,leaf-2,sv_P887
63,icmp,sv_P934
66,mfe-nsp,sv_P102
35,leaf-1,sv_P563
30,nvp-II,sv_P704
105,nvp-II,sv_P706
128,leaf-2,sv_P216
140,igmp,sv_P178
56,emcon,sv_P226
15,prm,sv_P103
49,udp,sv_P322
16,dcn-meas,sv_P197
13,xnet,sv_P894
109,st,sv_P875
39,prm,sv_P776
53,netblt,sv_P623
128,nvp-II,sv_P619
65,leaf-1,sv_P349
29,ipv4,sv_P218
68,emcon,sv_P503
17,mfe-nsp,sv_P481
127,xnet,sv_P103
62,leaf-1,sv_P885
116,mux,sv_P312
2,st,sv_P898
134,prm,sv_P595
56,chaos,sv_P732
3,emcon,sv_P995
84,trunk-1,sv_P965
36,trunk-2,sv_P54
27,ipv4,sv_P72
71,emcon,sv_P842
96,egp,sv_P56
78,leaf-1,sv_P150
45,trunk-2,sv_P156
137,mfe-nsp,sv_P434
59,igmp,sv_P605
118,dcn-meas,sv_P62
88,emcon,sv_P906
82,hmp,sv_P536
61,igp,sv_P591
1,ipv4,sv_P844
48,st,sv_P56
145,iso-tp4,sv_P977
117,irtp,sv_P97
10,igp,sv_P781
145,chaos,sv_P297
21,tcp,sv_P206
14,tcp,sv_P56
56,udp,sv_P988
22,tcp,sv_P780
62,pup,sv_P959
91,tcp,sv_P847
145,leaf-1,sv_P130
107,leaf-2,sv_P395
70,bbn-rcc-mon,sv_P475
43,chaos,sv_P992
79,dcn-meas,sv_P888
81,netblt,sv_P125
133,xns-idp,sv_P698
53,emcon,sv_P307
116,nvp-II,sv_P785
105,netblt,sv_P596
50,iso-tp4,sv_P943
30,netblt,sv_P65
12,udp,sv_P19
25,icmp,sv_P115
0,icmp,sv_P584
45,tcp,sv_P540
36,igmp,sv_P347
25,pup,sv_P206
83,emcon,sv_P441
129,argus,sv_P144
107,igmp,sv_P132
18,hmp,sv_P420
57,leaf-1,sv_P585
45,emcon,sv_P536
89,nvp-II,sv_P689
87,irtp,sv_P640
37,udp,sv_P566
96,tcp,sv_P475
79,udp,sv_P56
114,igp,sv_P512
85,xns-idp,sv_P205
61,icmp,sv_P115
53,iso-tp4,sv_P315
120,trunk-1,sv_P837
60,rdp,sv_P951
115,cbt,sv_P79
41,igp,sv_P336
75,trunk-2,sv_P757
